Unnamed: 0,andriusp,boris,desiveri,henrikek,idarhan,juanms,larsfrog,matsc,mikolajs,oysteinhf,petrako,piyali,souvikb,thoreem,tiago,vh,viggoh
2020-05-15 20:00:04.201476,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-16 00:00:04.454131,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-16 05:00:05.963092,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-16 10:00:04.218150,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-16 15:00:04.805594,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2169754.89
2020-05-16 20:00:04.221388,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-17 00:00:03.840863,0.0,508751.11,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-17 05:00:04.252881,0.0,533580.12,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-17 10:00:03.726674,0.0,533580.12,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-17 15:00:04.365428,0.0,533846.79,2324661.26,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-17 20:00:03.985687,0.0,533846.79,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-18 00:00:05.362727,0.0,533846.79,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2366476.67
2020-05-18 05:00:05.548225,0.0,533846.79,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-18 10:00:03.413508,0.0,533846.79,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-18 15:00:03.393956,0.0,549894.36,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-18 20:00:04.160066,0.0,549894.36,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-19 00:00:03.762850,0.0,549894.36,2536698.38,0.0,0.0,0.0,1433354.52,4009499.31,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-19 05:00:05.226102,0.0,551237.83,2536698.38,0.0,0.0,0.0,1433354.52,4205533.87,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-19 10:00:03.550152,0.0,551237.83,2573568.5,0.0,0.0,0.0,1433354.52,4205533.87,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2417302.34
2020-05-19 15:00:03.981260,0.0,551237.83,2573568.5,0.0,0.0,0.0,1433354.52,4205533.87,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2583218.18
2020-05-19 20:00:03.607111,0.0,551237.83,2573568.5,0.0,0.0,0.0,1433354.52,4207377.07,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2634316.92
2020-05-20 00:00:03.203002,0.0,551237.83,2573568.5,0.0,0.0,0.0,1433354.52,4207377.07,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2634316.92
2020-05-20 05:00:04.771435,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4207377.07,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2634316.92
2020-05-20 10:00:04.061513,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4207377.07,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2638667.78
2020-05-20 15:00:03.956943,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2638667.78
2020-05-20 20:00:04.100169,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675479.44
2020-05-21 00:00:03.508778,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675479.44
2020-05-21 05:00:04.987995,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675487.41
2020-05-21 10:00:04.290245,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675487.41
2020-05-21 15:00:03.610193,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4226201.03,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675487.41
2020-05-21 20:00:03.819933,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2675487.41
2020-05-22 00:00:04.297344,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692678.09
2020-05-22 05:00:06.095360,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692678.09
2020-05-22 10:00:05.849395,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692678.09
2020-05-22 15:00:03.755232,0.0,551237.83,2770222.01,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692678.09
2020-05-22 20:00:04.307535,0.0,551237.83,2982233.03,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692692.88
2020-05-23 00:00:04.251089,0.0,551237.83,2982233.03,0.0,0.0,0.0,1433354.52,4422439.25,36694.47,59998.72,0.0,0.0,0.0,15712.59,0.0,0.0,2692692.88
